Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
DYNT,Dynatronics Corporation,2.59,$21.31M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/dynt
DVAX,Dynavax Technologies Corporation,10.83,$678.13M,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dvax
ETFC,E*TRADE Financial Corporation,50.5,$12.97B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/etfc
SSP,E.W. Scripps Company (The),17.31,$1.42B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/ssp
EBMT,"Eagle Bancorp Montana, Inc.",16.905,$92.31M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ebmt
EGBN,"Eagle Bancorp, Inc.",49.55,$1.7B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/egbn
EGLE,Eagle Bulk Shipping Inc.,5.1,$372.49M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/egle
EFBI,"Eagle Financial Bancorp, Inc.",15.57,$25.11M,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/efbi
EGRX,"Eagle Pharmaceuticals, Inc.",52.23,$786.37M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/egrx
EWBC,"East West Bancorp, Inc.",53.07,$7.69B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ewbc
EACQ,Easterly Acquisition Corp.,10.19,$66.58M,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/eacq
EACQU,Easterly Acquisition Corp.,10.78,n/a,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/eacqu
EACQW,Easterly Acquisition Corp.,1.05,n/a,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/eacqw
EML,Eastern Company (The),28.01,$175.54M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/eml
EAST,"Eastside Distilling, Inc.",8.08,$51.83M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/east
EVGBC,Eaton Vance NextShares Trust,99.9092,$59.95M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evgbc
EVSTC,Eaton Vance NextShares Trust,100.02,$95.02M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evstc
EVFTC,Eaton Vance NextShares Trust II,99.97,$52.48M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evftc
EVLMC,Eaton Vance NextShares Trust II,100.0214,$70.01M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evlmc
OKDCC,Eaton Vance NextShares Trust II,100.06,$512.81M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/okdcc
EBAY,eBay Inc.,29.52,$29.21B,1998,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ebay
EBAYL,eBay Inc.,25.22,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ebayl
EBIX,"Ebix, Inc.",55.8,$1.76B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ebix
ECHO,"Echo Global Logistics, Inc.",26.3,$750.79M,2009,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/echo
SATS,EchoStar Corporation,41.41,$3.98B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/sats
EEI,"Ecology and Environment, Inc.",12.9,$55.64M,1987,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/eei
ESES,"Eco-Stim Energy Solutions, Inc.",0.2025,$15.16M,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/eses
EDAP,EDAP TMS S.A.,2.56,$74.23M,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/edap
EDGE,"Edge Therapeutics, Inc.",0.7071,$22.15M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/edge
EDGW,"Edgewater Technology, Inc.",4.44,$64.88M,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/edgw
EDNT,"Edison Nation, Inc.",6.0999,$26.77M,2018,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/ednt
EDIT,"Editas Medicine, Inc.",27.46,$1.31B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/edit
EDTX,EdtechX Holdings Acquisition Corp.,9.6299,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/edtx
EDTXU,EdtechX Holdings Acquisition Corp.,10,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/edtxu
EDTXW,EdtechX Holdings Acquisition Corp.,0.44,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/edtxw
EDUC,Educational Development Corporation,11.97,$98M,n/a,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/educ
EGAN,eGain Corporation,7.71,$214.86M,1999,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/egan
EHTH,"eHealth, Inc.",34.06,$653.13M,2006,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/ehth
EIDX,"Eidos Therapeutics, Inc.",13.05,$479.61M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eidx
EIGR,"Eiger BioPharmaceuticals, Inc.",12.22,$174.07M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/eigr
EKSO,"Ekso Bionics Holdings, Inc.",2.05,$124.71M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ekso
LOCO,"El Pollo Loco Holdings, Inc.",12.65,$488.4M,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/loco
EMITF,Elbit Imaging Ltd.,1.9973,$18.36M,n/a,Consumer Services,Building operators,https://www.nasdaq.com/symbol/emitf
ESLT,Elbit Systems Ltd.,123.37,$5.27B,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/eslt
ERI,"Eldorado Resorts, Inc.",38.19,$2.95B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/eri
SOLO,Electrameccanica Vehicles Corp. Ltd.,3.75,$103.53M,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/solo
SOLOW,Electrameccanica Vehicles Corp. Ltd.,0.75,n/a,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/solow
ESIO,"Electro Scientific Industries, Inc.",29.25,$998.53M,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/esio
ECOR,"electroCore, Inc.",10.3,$303.34M,2018,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ecor
EA,Electronic Arts Inc.,94.2,$28.71B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ea
EFII,"Electronics for Imaging, Inc.",31.72,$1.41B,1992,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/efii
ELSE,"Electro-Sensors, Inc.",3.66,$12.43M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/else
ESBK,Elmira Savings Bank NY (The),20.05,$60.92M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/esbk
ELOX,"Eloxx Pharmaceuticals, Inc.",12.67,$441.65M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/elox
ELTK,Eltek Ltd.,3.25,$6.59M,1997,Technology,Electrical Products,https://www.nasdaq.com/symbol/eltk
EMCI,EMC Insurance Group Inc.,24.33,$524.44M,1982,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/emci
EMCF,Emclaire Financial Corp,31.59,$71.75M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/emcf
EMKR,EMCORE Corporation,5.17,$142.14M,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/emkr
EMMS,Emmis Communications Corporation,4.34,$56.05M,1994,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/emms
NYNY,"Empire Resorts, Inc.",7,$229.02M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/nyny
ENTA,"Enanta Pharmaceuticals, Inc.",79.44,$1.54B,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/enta
ECPG,Encore Capital Group Inc,27.03,$833.54M,n/a,Finance,Finance Companies,https://www.nasdaq.com/symbol/ecpg
WIRE,Encore Wire Corporation,48.49,$1.01B,1992,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/wire
ENDP,Endo International plc,17.08,$3.82B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/endp
ECYT,"Endocyte, Inc.",23.63,$1.93B,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ecyt
ELGX,"Endologix, Inc.",1.26,$107.5M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/elgx
NDRA,ENDRA Life Sciences Inc.,4.98,$19.54M,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ndra
NDRAW,ENDRA Life Sciences Inc.,1.24,n/a,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ndraw
EIGI,"Endurance International Group Holdings, Inc.",9.92,$1.42B,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/eigi
WATT,Energous Corporation,9.18,$235.19M,2014,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/watt
EFOI,"Energy Focus, Inc.",1.29,$15.54M,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/efoi
ERII,"Energy Recovery, Inc.",7.77,$416.32M,2008,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/erii
ENG,ENGlobal Corporation,0.84,$23.11M,n/a,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/eng
ENPH,"Enphase Energy, Inc.",4.91,$512.35M,2012,Technology,Semiconductors,https://www.nasdaq.com/symbol/enph
ESGR,Enstar Group Limited,184.55,$3.96B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgr
ESGRP,Enstar Group Limited,25.75,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgrp
ETTX,Entasis Therapeutics Holdings Inc.,6.6,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ettx
ENFC,Entegra Financial Corp.,23.79,$163.95M,2014,Finance,Banks,https://www.nasdaq.com/symbol/enfc
ENTG,"Entegris, Inc.",28.15,$3.98B,2000,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/entg
ENTX,Entera Bio Ltd.,5.49,$62.74M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/entx
ENTXW,Entera Bio Ltd.,0.8,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/entxw
EBTC,Enterprise Bancorp Inc,31.97,$373.89M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ebtc
EFSC,Enterprise Financial Services Corporation,43.23,$1B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/efsc
EPZM,"Epizyme, Inc.",8.42,$585.54M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/epzm
PLUS,ePlus inc.,86.16,$1.18B,1996,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/plus
EQ,"Equillium, Inc.",14.98,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eq
EQIX,"Equinix, Inc.",386.69,$30.74B,2000,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/eqix
EQBK,"Equity Bancshares, Inc.",36.42,$574.98M,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/eqbk
ERIC,Ericsson,8.86,$29.54B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/eric
ERIE,Erie Indemnity Company,129.95,$6.8B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/erie
ERYP,Erytech Pharma S.A.,7.584,$136.04M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/eryp
ESCA,"Escalade, Incorporated",12.63,$182.37M,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/esca
ESPR,"Esperion Therapeutics, Inc.",49.94,$1.34B,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/espr
ESQ,"Esquire Financial Holdings, Inc.",24.18,$180.04M,2017,Finance,Commercial Banks,https://www.nasdaq.com/symbol/esq
ESSA,"ESSA Bancorp, Inc.",16.19,$190.89M,n/a,Finance,Banks,https://www.nasdaq.com/symbol/essa
EPIX,ESSA Pharma Inc.,2.95,$18.62M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/epix
ESND,Essendant Inc.,12.71,$478.43M,n/a,Consumer Services,Paper,https://www.nasdaq.com/symbol/esnd
ESTA,Establishment Labs Holdings Inc.,23.86,$488.45M,2018,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/esta
ESTR,"Estre Ambiental, Inc.",4.82,$246.72M,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/estr
ESTRW,"Estre Ambiental, Inc.",0.2299,n/a,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/estrw
VBND,ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund,47.0925,$405M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vbnd
VUSE,ETF Series Solutions Trust Vident Core US Equity ETF,32.23,$489.9M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vuse
VIDI,ETF Series Solutions Trust Vident International Equity Fund,23.96,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vidi
ETSY,"Etsy, Inc.",43.46,$5.2B,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/etsy
CLWT,Euro Tech Holdings Company Limited,4.06,$8.37M,1997,Consumer Durables,Diversified Electronic Products,https://www.nasdaq.com/symbol/clwt
EDRY,EuroDry Ltd.,12.01,$27.07M,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/edry
EEFT,"Euronet Worldwide, Inc.",111.5,$5.69B,1997,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/eeft
ESEA,Euroseas Ltd.,1.93,$21.76M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/esea
EVLO,"Evelo Biosciences, Inc.",9.57,$303.77M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evlo
EVBG,"Everbridge, Inc.",52.45,$1.54B,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/evbg
EVK,"Ever-Glory International Group, Inc.",4.0499,$59.92M,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/evk
EVER,"EverQuote, Inc.",13.2,$329.19M,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ever
MRAM,"Everspin Technologies, Inc.",6.8599,$115.96M,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/mram
EVLV,EVINE Live Inc.,1.09,$72.31M,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/evlv
EVOP,"EVO Payments, Inc.",25.13,$2.04B,2018,n/a,n/a,https://www.nasdaq.com/symbol/evop
EVFM,"Evofem Biosciences, Inc.",3.59,$92.64M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evfm
EVGN,Evogene Ltd.,2.78,$71.6M,n/a,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/evgn
EVOK,"Evoke Pharma, Inc.",2.54,$42.92M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evok
EOLS,"Evolus, Inc.",15.42,$411.33M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eols
EVOL,"Evolving Systems, Inc.",1.718,$20.82M,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/evol
EXAS,Exact Sciences Corporation,73.31,$9B,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/exas
FLAG,Exchange Traded Concepts Trust FLAG-Forensic Accounting Long-S,40.27,$16.11M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/flag
ROBO,Exchange Traded Concepts Trust ROBO Global Robotics and Automa,37.1,$170.66M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/robo
XELA,"Exela Technologies, Inc.",6.1,$921.84M,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/xela
EXEL,"Exelixis, Inc.",14.95,$4.46B,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/exel
EXFO,EXFO Inc,2.83,$66.43M,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/exfo
EXLS,"ExlService Holdings, Inc.",62,$2.13B,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/exls
EXPI,"eXp World Holdings, Inc.",11.65,$669.58M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/expi
EXPE,"Expedia Group, Inc.",127.62,$19.01B,n/a,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/expe
EXPD,"Expeditors International of Washington, Inc.",69,$12.03B,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/expd
EXPO,"Exponent, Inc.",49.73,$2.59B,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/expo
ESRX,Express Scripts Holding Company,97.24,$54.66B,1992,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/esrx
STAY,"Extended Stay America, Inc.",18.38,$3.47B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/stay
XOG,"Extraction Oil & Gas, Inc.",8.33,$1.46B,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/xog
EXTR,"Extreme Networks, Inc.",5.87,$694.54M,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/extr
EYEG,"Eyegate Pharmaceuticals, Inc.",0.3341,$14.51M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyeg
EYEGW,"Eyegate Pharmaceuticals, Inc.",0.07,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyegw
EYEN,"Eyenovia, Inc.",3.7,$36.99M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyen
EYPT,"EyePoint Pharmaceuticals, Inc.",2.36,$223.86M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/eypt
EZPW,"EZCORP, Inc.",10.13,$551.72M,1991,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/ezpw
FFIV,"F5 Networks, Inc.",179.09,$10.78B,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/ffiv
FB,"Facebook, Inc.",151.75,$438.14B,2012,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/fb
FLMN,Falcon Minerals Corporation,9.71,$833.65M,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/flmn
FLMNW,Falcon Minerals Corporation,1.75,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/flmnw
DAVE,"Famous Dave&#39;s of America, Inc.",5.2837,$48.04M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dave
FANH,Fanhua Inc.,27.1,$1.76B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/fanh
FARM,Farmer Brothers Company,24,$407.46M,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/farm
FMAO,"Farmers & Merchants Bancorp, Inc.",41.27,$382.32M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fmao
FMNB,Farmers National Banc Corp.,13.16,$363.75M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fmnb
FAMI,"FARMMI, INC.",5.46,$63.77M,2018,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/fami
FARO,"FARO Technologies, Inc.",46.01,$781.19M,1997,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/faro
FAST,Fastenal Company,51.81,$14.87B,1987,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/fast
FAT,FAT Brands Inc.,6.54,$74.18M,2017,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/fat
FATE,"Fate Therapeutics, Inc.",13.61,$727.04M,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/fate
FBSS,"Fauquier Bankshares, Inc.",24.1999,$91.33M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fbss
FSAC,Federal Street Acquisition Corp.,10.08,$151.85M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/fsac
FSACU,Federal Street Acquisition Corp.,10.7,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/fsacu
FSACW,Federal Street Acquisition Corp.,1.1,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/fsacw
FNHC,FedNat Holding Company,21.8,$277.56M,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/fnhc
FENC,Fennec Pharmaceuticals Inc.,7.46,$142.52M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/fenc
GSM,Ferroglobe PLC,6.65,$1.14B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/gsm
FFBW,"FFBW, Inc.",10.95,$72.41M,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ffbw
FCSC,Fibrocell Science Inc.,2.12,$19.75M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fcsc
FGEN,"FibroGen, Inc",44.2,$3.73B,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fgen
FDBC,"Fidelity D & D Bancorp, Inc.",67.6,$253.64M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fdbc
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,291.96,$1.55B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oneq
